source,company,job_id,title,location,description,posting_date,job_url,discard_reason,score,urgency,job_signals_score,company_signals_score,score_breakdown,linkedin_url,company_size,funding_stage
ashby,Socket,f09edeac-1ae3-448d-b56e-55e7f608fb9b,"Sales Engineer, Enterprise",United States,"About Us Socket helps devs and security teams ship faster by cutting out security busywork. Thousands of orgs use Socket to safely find, audit, and manage open source code. Our customers — from Anthropic to xAI, and Figma to Vercel — love Socket (just check out their tweets https://socket.dev/love to see for yourself!) Founded by Feross Aboukhadijeh https://www.linkedin.com/in/feross/, a long-time open source maintainer with software downloaded over a billion times a month, Socket has raised $ h",2025-12-17,https://jobs.ashbyhq.com/socket/f09edeac-1ae3-448d-b56e-55e7f608fb9b,,80,MEDIUM,42,38,50-500emp(+20) SeriesC(+20) NoTA(+15) 10OpenRoles(+15) NY(+10) NicheStack_Security(+10),https://www.linkedin.com/company/socket/jobs,~100 (Series C),Series C – $60M May 2026
ashby,Socket,f368c67e-109e-4608-a780-90812432bb47,"Sales Engineer, Commercial",United States,"About Us Socket helps devs and security teams ship faster by cutting out security busywork. Thousands of orgs use Socket to safely find, audit, and manage open source code. Our customers — from Anthropic to xAI, and Figma to Vercel — love Socket (just check out their tweets https://socket.dev/love to see for yourself!) Founded by Feross Aboukhadijeh https://www.linkedin.com/in/feross/, a long-time open source maintainer with software downloaded over a billion times a month, Socket has raised $ h",2025-12-09,https://jobs.ashbyhq.com/socket/f368c67e-109e-4608-a780-90812432bb47,,80,MEDIUM,42,38,50-500emp(+20) SeriesC(+20) NoTA(+15) 10OpenRoles(+15) NY(+10) NicheStack_Security(+10),https://www.linkedin.com/company/socket/jobs,~100 (Series C),Series C – $60M May 2026
ashby,Socket,91b38c09-d291-4fb4-805a-baa03a7c67bb,Vulnerability Research Engineer,United States,"About Us Socket helps devs and security teams ship faster by cutting out security busywork. Thousands of orgs use Socket to safely find, audit, and manage open source code. Our customers — from Anthropic to xAI, and Figma to Vercel — love Socket (just check out their tweets https://socket.dev/love to see for yourself!) Founded by Feross Aboukhadijeh https://www.linkedin.com/in/feross/, a long-time open source maintainer with software downloaded over a billion times a month, Socket has raised $ h",2025-11-26,https://jobs.ashbyhq.com/socket/91b38c09-d291-4fb4-805a-baa03a7c67bb,,80,MEDIUM,42,38,50-500emp(+20) SeriesC(+20) NoTA(+15) 10OpenRoles(+15) NY(+10) NicheStack_Security(+10),https://www.linkedin.com/company/socket/jobs,~100 (Series C),Series C – $60M May 2026
ashby,Supabase,a1320bbf-bfae-49a8-a1b7-12eeccaf39ca,"Developer Relations Engineer (San Francisco, CA)",Remote,"ABOUT SUPABASE Supabase is the Postgres development platform, built by developers for developers. We provide a complete backend solution including Database, Auth, Storage, Edge Functions, Realtime, and Vector Search. All services are deeply integrated and designed for growth. ABOUT THE ROLE We’re looking for a Developer Relations Engineer based in San Francisco to join our team and to help more developers discover, learn, and build with Supabase. You’ll create high-impact content, build real-wor",2026-05-20,https://jobs.ashbyhq.com/supabase/a1320bbf-bfae-49a8-a1b7-12eeccaf39ca,,78,HIGH,40,38,50-500emp(+20) SeriesC(+20) NoTA(+15) 21OpenRoles(+15) NY(+10),https://www.linkedin.com/company/supabase/jobs,~150 (Series C),Series C – $80M (2024)
ashby,Supabase,14a99b8b-444b-4d28-b4fd-6fa8e71bcb4e,AI Tooling Engineer,Remote,"We are looking for an AI Tooling Engineer with strong expertise in JavaScript/TypeScript to help shape how developers and agents build with Supabase. As part of our engineering team, you'll work across product surfaces like the dashboard assistant, MCP, docs, and developer tooling to make Supabase a seamless platform for AI-native workflows. You'll combine product thinking, strong engineering fundamentals, and an eval-first mindset to build reliable tools, interfaces, and abstractions that serve",2026-05-15,https://jobs.ashbyhq.com/supabase/14a99b8b-444b-4d28-b4fd-6fa8e71bcb4e,,78,HIGH,40,38,50-500emp(+20) SeriesC(+20) NoTA(+15) 21OpenRoles(+15) NY(+10),https://www.linkedin.com/company/supabase/jobs,~150 (Series C),Series C – $80M (2024)
ashby,Supabase,b7206c22-979f-444a-809b-e70d9ee23c7f,Software Engineer: IaC Platform Experience,Remote,"ABOUT SUPABASE Supabase is the Postgres development platform, built by developers for developers. We provide a complete backend solution including Database, Auth, Storage, Edge Functions, Realtime, and Vector Search. All services are deeply integrated and designed for growth. ABOUT THE ROLE We are looking for a Software Engineer: IaC Platform Experience to join our Interfaces team and own the Terraform provider as a core part of Supabase's developer platform. This is a hands-on engineering role ",2026-05-13,https://jobs.ashbyhq.com/supabase/b7206c22-979f-444a-809b-e70d9ee23c7f,,78,HIGH,40,38,50-500emp(+20) SeriesC(+20) NoTA(+15) 21OpenRoles(+15) NY(+10),https://www.linkedin.com/company/supabase/jobs,~150 (Series C),Series C – $80M (2024)
ashby,Supabase,3ab0b926-c9b5-4197-aff2-88d5bf009e13,Edge Functions Engineer,Remote,"ABOUT SUPABASE Supabase is the Postgres development platform, built by developers for developers. We provide a complete backend solution including Database, Auth, Storage, Edge Functions, Realtime, and Vector Search. All services are deeply integrated and designed for growth. Edge Functions https://supabase.com/docs/guides/functions are server-side TypeScript functions, distributed globally at the edge - close to your users. They power use cases such as webhook receivers, AI inferences, OG image",2026-05-13,https://jobs.ashbyhq.com/supabase/3ab0b926-c9b5-4197-aff2-88d5bf009e13,,78,HIGH,40,38,50-500emp(+20) SeriesC(+20) NoTA(+15) 21OpenRoles(+15) NY(+10),https://www.linkedin.com/company/supabase/jobs,~150 (Series C),Series C – $80M (2024)
ashby,Render,88cb74a4-bc28-40b1-b792-d3041e3e17d3,"Software Engineer, Network Infrastructure",Remote: United States,"At Render, we’re building the modern cloud platform for developers creating AI-native, full-stack, multi-service applications. Our mission is to eliminate the tradeoff between the power of hyperscalers and the simplicity of developer-friendly platforms—so teams can ship fast, scale reliably, and focus on their product, not infrastructure. Unlike complex hyperscalers or ephemeral edge/serverless solutions, Render offers a developer-first experience with persistent compute, dynamic autoscaling, bu",2026-05-21,https://jobs.ashbyhq.com/render/88cb74a4-bc28-40b1-b792-d3041e3e17d3,,78,HIGH,38,40,50-500emp(+20) SeriesC(+20) NoTA(+15) 13OpenRoles(+15) NY(+10),https://www.linkedin.com/company/render/jobs,~180 (Series C),Series C – $100M at $1.5B (2026)
ashby,Render,4611bde4-47ac-45fc-ab56-235489e52682,"Developer Relations Engineer, Community",Remote: United States,"At Render, we’re building the modern cloud platform for developers creating AI-native, full-stack, multi-service applications. Our mission is to eliminate the tradeoff between the power of hyperscalers and the simplicity of developer-friendly platforms—so teams can ship fast, scale reliably, and focus on their product, not infrastructure. Unlike complex hyperscalers or ephemeral edge/serverless solutions, Render offers a developer-first experience with persistent compute, dynamic autoscaling, bu",2026-05-19,https://jobs.ashbyhq.com/render/4611bde4-47ac-45fc-ab56-235489e52682,,78,HIGH,38,40,50-500emp(+20) SeriesC(+20) NoTA(+15) 13OpenRoles(+15) NY(+10),https://www.linkedin.com/company/render/jobs,~180 (Series C),Series C – $100M at $1.5B (2026)
ashby,Supabase,dd3f74dc-29f8-46b1-bcfb-b7f090b7146a,CLI Engineer,Remote,"ABOUT SUPABASE Supabase is the Postgres development platform, built by developers for developers. We provide a complete backend solution including Database, Auth, Storage, Edge Functions, Realtime, and Vector Search. All services are deeply integrated and designed for growth. ABOUT THE ROLE We are looking for a Senior CLI Engineer to join our CLI Team and help build a world-class local development experience - while owning a significant share of the API and backend work that powers it. This is a",2026-04-30,https://jobs.ashbyhq.com/supabase/dd3f74dc-29f8-46b1-bcfb-b7f090b7146a,,78,MEDIUM,40,38,50-500emp(+20) SeriesC(+20) NoTA(+15) 21OpenRoles(+15) NY(+10),https://www.linkedin.com/company/supabase/jobs,~150 (Series C),Series C – $80M (2024)
ashby,Supabase,2e6ee4b3-6573-477f-9c95-d1221cd9f9f9,Design Engineer,Remote,"ABOUT SUPABASE Supabase is the Postgres development platform, built by developers for developers. We provide a complete backend solution including Database, Auth, Storage, Edge Functions, Realtime, and Vector Search. All services are deeply integrated and designed for growth. ABOUT THE ROLE We're looking for a Design Engineer to join our Design Team and take full ownership of the look, feel, and experience of our marketing and documentation sites. In this role, design and code are fully intertwi",2026-04-28,https://jobs.ashbyhq.com/supabase/2e6ee4b3-6573-477f-9c95-d1221cd9f9f9,,78,MEDIUM,40,38,50-500emp(+20) SeriesC(+20) NoTA(+15) 21OpenRoles(+15) NY(+10),https://www.linkedin.com/company/supabase/jobs,~150 (Series C),Series C – $80M (2024)
ashby,Supabase,847a7bd7-6b75-444a-aeda-d0b28a11c764,Platform Engineer - Multicloud,Remote,"ABOUT SUPABASE Supabase is the Postgres development platform, built by developers for developers. We provide a complete backend solution including Database, Auth, Storage, Edge Functions, Realtime, and Vector Search. All services are deeply integrated and designed for growth. ABOUT THE ROLE We’re looking for a Platform Engineer to join our Compute Team and help us build cloud-portable infrastructure. You’ll work closely with product and our infrastructure teams to audit our current platform for ",2026-04-27,https://jobs.ashbyhq.com/supabase/847a7bd7-6b75-444a-aeda-d0b28a11c764,,78,MEDIUM,40,38,50-500emp(+20) SeriesC(+20) NoTA(+15) 21OpenRoles(+15) NY(+10),https://www.linkedin.com/company/supabase/jobs,~150 (Series C),Series C – $80M (2024)
ashby,Supabase,f035bda1-b5d3-4c5b-8736-b9c335fe1c3b,Multigres Deployment Engineer,Remote,"Supabase is the Postgres development platform, built by developers for developers. We provide a complete backend solution including Database, Auth, Storage, Edge Functions, Realtime, and Vector Search. All services are deeply integrated and designed for growth. We're looking for an engineer to own the deployment and operational infrastructure of Multigres, our distributed Postgres platform. You'll be responsible for building and maintaining the Multigres Operator, ensuring reliable cloud deploym",2026-04-15,https://jobs.ashbyhq.com/supabase/f035bda1-b5d3-4c5b-8736-b9c335fe1c3b,,78,MEDIUM,40,38,50-500emp(+20) SeriesC(+20) NoTA(+15) 21OpenRoles(+15) NY(+10),https://www.linkedin.com/company/supabase/jobs,~150 (Series C),Series C – $80M (2024)
ashby,Render,d5f62097-29f5-4078-ad24-3b604380c1c0,"Staff Product Manager, Platform & Infrastructure",Remote: United States,"At Render, we’re building the modern cloud platform for developers creating AI-native, full-stack, multi-service applications. Our mission is to eliminate the tradeoff between the power of hyperscalers and the simplicity of developer-friendly platforms—so teams can ship fast, scale reliably, and focus on their product, not infrastructure. Unlike complex hyperscalers or ephemeral edge/serverless solutions, Render offers a developer-first experience with persistent compute, dynamic autoscaling, bu",2026-04-22,https://jobs.ashbyhq.com/render/d5f62097-29f5-4078-ad24-3b604380c1c0,,78,MEDIUM,38,40,50-500emp(+20) SeriesC(+20) NoTA(+15) 13OpenRoles(+15) NY(+10),https://www.linkedin.com/company/render/jobs,~180 (Series C),Series C – $100M at $1.5B (2026)
ashby,Render,a537929c-d3b2-4289-a6aa-33dca9003c6a,"Product Manager, Security, Trust & Governance",Remote: United States,"At Render, we’re building the modern cloud platform for developers creating AI-native, full-stack, multi-service applications. Our mission is to eliminate the tradeoff between the power of hyperscalers and the simplicity of developer-friendly platforms—so teams can ship fast, scale reliably, and focus on their product, not infrastructure. Unlike complex hyperscalers or ephemeral edge/serverless solutions, Render offers a developer-first experience with persistent compute, dynamic autoscaling, bu",2026-04-21,https://jobs.ashbyhq.com/render/a537929c-d3b2-4289-a6aa-33dca9003c6a,,78,MEDIUM,38,40,50-500emp(+20) SeriesC(+20) NoTA(+15) 13OpenRoles(+15) NY(+10),https://www.linkedin.com/company/render/jobs,~180 (Series C),Series C – $100M at $1.5B (2026)
ashby,Render,421729c2-5f02-481e-a373-d5b28efdf458,Staff Design Engineer,Remote: United States,"At Render, we’re building the modern cloud platform for developers creating AI-native, full-stack, multi-service applications. Our mission is to eliminate the tradeoff between the power of hyperscalers and the simplicity of developer-friendly platforms—so teams can ship fast, scale reliably, and focus on their product, not infrastructure. Unlike complex hyperscalers or ephemeral edge/serverless solutions, Render offers a developer-first experience with persistent compute, dynamic autoscaling, bu",2026-04-21,https://jobs.ashbyhq.com/render/421729c2-5f02-481e-a373-d5b28efdf458,,78,MEDIUM,38,40,50-500emp(+20) SeriesC(+20) NoTA(+15) 13OpenRoles(+15) NY(+10),https://www.linkedin.com/company/render/jobs,~180 (Series C),Series C – $100M at $1.5B (2026)
ashby,Render,9d421b1a-ef3e-4404-bc9f-9b41b53fcffb,"Engineering Manager, Expansion",Remote: United States,"At Render, we’re building the modern cloud platform for developers creating AI-native, full-stack, multi-service applications. Our mission is to eliminate the tradeoff between the power of hyperscalers and the simplicity of developer-friendly platforms—so teams can ship fast, scale reliably, and focus on their product, not infrastructure. Unlike complex hyperscalers or ephemeral edge/serverless solutions, Render offers a developer-first experience with persistent compute, dynamic autoscaling, bu",2026-03-30,https://jobs.ashbyhq.com/render/9d421b1a-ef3e-4404-bc9f-9b41b53fcffb,,78,MEDIUM,38,40,50-500emp(+20) SeriesC(+20) NoTA(+15) 13OpenRoles(+15) NY(+10),https://www.linkedin.com/company/render/jobs,~180 (Series C),Series C – $100M at $1.5B (2026)
ashby,Render,59234af4-4139-443d-9924-f39a7e39210d,"Senior Technical Recruiter, Engineering",Remote: United States,"At Render, we’re building the modern cloud platform for developers creating AI-native, full-stack, multi-service applications. Our mission is to eliminate the tradeoff between the power of hyperscalers and the simplicity of developer-friendly platforms—so teams can ship fast, scale reliably, and focus on their product, not infrastructure. Unlike complex hyperscalers or ephemeral edge/serverless solutions, Render offers a developer-first experience with persistent compute, dynamic autoscaling, bu",2026-03-11,https://jobs.ashbyhq.com/render/59234af4-4139-443d-9924-f39a7e39210d,,78,MEDIUM,38,40,50-500emp(+20) SeriesC(+20) NoTA(+15) 13OpenRoles(+15) NY(+10),https://www.linkedin.com/company/render/jobs,~180 (Series C),Series C – $100M at $1.5B (2026)
ashby,Render,62ea10c7-ad69-444f-9632-dd4b50b8c805,"Software Engineer, Growth (all levels)",Remote: United States,"At Render, we’re building the modern cloud platform for developers creating AI-native, full-stack, multi-service applications. Our mission is to eliminate the tradeoff between the power of hyperscalers and the simplicity of developer-friendly platforms—so teams can ship fast, scale reliably, and focus on their product, not infrastructure. Unlike complex hyperscalers or ephemeral edge/serverless solutions, Render offers a developer-first experience with persistent compute, dynamic autoscaling, bu",2026-01-29,https://jobs.ashbyhq.com/render/62ea10c7-ad69-444f-9632-dd4b50b8c805,,78,MEDIUM,38,40,50-500emp(+20) SeriesC(+20) NoTA(+15) 13OpenRoles(+15) NY(+10),https://www.linkedin.com/company/render/jobs,~180 (Series C),Series C – $100M at $1.5B (2026)
dice,Perplexity AI,b5f08bbe-7ec4-4cad-ac61-1edf494e2c15,Member of Technical Staff (Backend Software Engineer),"New York, NY",,2026-05-22,https://www.dice.com/job-detail/b5f08bbe-7ec4-4cad-ac61-1edf494e2c15,,75,HIGH,40,35,50-500emp(+20) SeriesD+(+20) NoTA(+15) 8OpenRoles(+15) NY(+10) NicheStack_AI(+10),https://www.linkedin.com/company/perplexity-ai/jobs,~200 (Series D+),Series D+ – $500M+ raised
dice,Perplexity AI,29addd22-532d-4d08-9c69-4b50d922dbdc,"Member of Technical Staff (Backend Software Engineer, API Platform)","New York, NY",,2026-05-22,https://www.dice.com/job-detail/29addd22-532d-4d08-9c69-4b50d922dbdc,,75,HIGH,40,35,50-500emp(+20) SeriesD+(+20) NoTA(+15) 8OpenRoles(+15) NY(+10) NicheStack_AI(+10),https://www.linkedin.com/company/perplexity-ai/jobs,~200 (Series D+),Series D+ – $500M+ raised
dice,Perplexity AI,7b0f99ed-6249-4102-b4eb-3f2fb97b27db,Member of Technical Staff (Cloud Security Engineer),"New York, NY",,2026-05-22,https://www.dice.com/job-detail/7b0f99ed-6249-4102-b4eb-3f2fb97b27db,,75,HIGH,40,35,50-500emp(+20) SeriesD+(+20) NoTA(+15) 8OpenRoles(+15) NY(+10) NicheStack_AI(+10),https://www.linkedin.com/company/perplexity-ai/jobs,~200 (Series D+),Series D+ – $500M+ raised
dice,Perplexity AI,033a1d50-2c1c-4668-a905-3b744cd1e61c,"Member of Technical Staff (Software Engineer, Computer)","New York, NY",,2026-05-22,https://www.dice.com/job-detail/033a1d50-2c1c-4668-a905-3b744cd1e61c,,75,HIGH,40,35,50-500emp(+20) SeriesD+(+20) NoTA(+15) 8OpenRoles(+15) NY(+10) NicheStack_AI(+10),https://www.linkedin.com/company/perplexity-ai/jobs,~200 (Series D+),Series D+ – $500M+ raised
dice,Perplexity AI,11a2a867-c1d1-42df-be38-9ddcd4a1f40c,"Member of Technical Staff (Software Engineer, Acceleration)","New York, NY",,2026-05-22,https://www.dice.com/job-detail/11a2a867-c1d1-42df-be38-9ddcd4a1f40c,,75,HIGH,40,35,50-500emp(+20) SeriesD+(+20) NoTA(+15) 8OpenRoles(+15) NY(+10) NicheStack_AI(+10),https://www.linkedin.com/company/perplexity-ai/jobs,~200 (Series D+),Series D+ – $500M+ raised
dice,Perplexity AI,73d85608-0d93-4ffd-b901-42c26ba1aa49,"Member of Technical Staff (Software Engineer, Monetization)","New York, NY",,2026-05-22,https://www.dice.com/job-detail/73d85608-0d93-4ffd-b901-42c26ba1aa49,,75,HIGH,40,35,50-500emp(+20) SeriesD+(+20) NoTA(+15) 8OpenRoles(+15) NY(+10) NicheStack_AI(+10),https://www.linkedin.com/company/perplexity-ai/jobs,~200 (Series D+),Series D+ – $500M+ raised
